i,j,Transport,Transport_july,Transport_May
Kansas,New Jersey,0.402322,0.295838,0.214469
Florida,New Jersey,1.02696,1.28452,0.408832
Oklahoma,New Jersey,0.45318,0.293633,0.10434
Oregon,New Jersey,0.189661,0.169738,0.0774207
Pennsylvania,New Jersey,0.0265157,0.0321454,0.0436854
Arizona,New Jersey,0.905696,1.38875,0.323664
Rhode Island,New Jersey,0.0078604,0.0100952,0.0171289
Maine,New Jersey,0.0019663,0.002486,0.0038153
Washington,New Jersey,0.406511,0.460653,0.371435
Utah,New Jersey,0.604712,0.483013,0.239928
Alaska,North Dakota,0.116721,0.0467329,0
Tennessee,North Dakota,0.452215,0.397773,0.180761
West Virginia,North Dakota,0.0413722,0.0227588,0.0138503
New Jersey,North Dakota,0.31138,0.516154,0.948907
South Dakota,North Dakota,0.46409,0.46409,0.46409
Hawaii,North Dakota,0.0796238,0.0088917,0.0047017
Virginia,North Dakota,0.30662,0.330905,0.341472
Kansas,North Dakota,0.206951,0.152176,0.110321
Indiana,North Dakota,0.256274,0.217689,0.12979
Wyoming,North Dakota,0.0110092,0.0032385,0.0022144
New York,North Dakota,0.758535,1.3256299,2.4620199
Nevada,North Dakota,0.18658,0.194848,0.0703319
California,North Dakota,2.2363801,2.54439,2.8947301
Minnesota,North Dakota,0.122304,0.103456,0.099264
Oklahoma,North Dakota,0.276288,0.179018,0.0636127
Oregon,North Dakota,0.0965076,0.0863698,0.0393949
Pennsylvania,North Dakota,0.391555,0.474689,0.645099
Arizona,North Dakota,0.525134,0.805217,0.187665
Rhode Island,North Dakota,0.0641541,0.0823941,0.139801
Maine,North Dakota,0.009038,0.0114271,0.0175373
Washington,North Dakota,0.203337,0.230418,0.185792
Utah,North Dakota,0.26747,0.213641,0.106123
Missouri,North Dakota,0.233238,0.139012,0.0742246
Tennessee,South Dakota,0.367401,0.32317,0.146859
West Virginia,South Dakota,0.0368153,0.020252,0.0123248
District of Columbia,South Dakota,0.015007,0.0228432,0.0367728
New Jersey,South Dakota,0.301555,0.499866,0.918964
Virginia,South Dakota,0.286213,0.308882,0.318745
Kansas,South Dakota,0.133093,0.0978665,0.0709487
New York,South Dakota,0.735486,1.28535,2.3872099
Nevada,South Dakota,0.170335,0.177883,0.0642082
California,South Dakota,2.0741799,2.3598499,2.6847799
Florida,South Dakota,1.47629,1.84654,0.58771
Minnesota,South Dakota,0.107388,0.0908388,0.0871582
Louisiana,South Dakota,0.392404,0.523863,0.372417
Oklahoma,South Dakota,0.197035,0.127667,0.0453655
Oregon,South Dakota,0.0995379,0.0890817,0.0406319
Pennsylvania,South Dakota,0.374189,0.453635,0.616487
Arizona,South Dakota,0.461982,0.708382,0.165096
Rhode Island,South Dakota,0.063348,0.0813588,0.138045
Maine,South Dakota,0.0091004,0.0115059,0.0176583
Washington,South Dakota,0.213777,0.24225,0.195332
Utah,South Dakota,0.247389,0.197602,0.0981551
Missouri,South Dakota,0.167994,0.100126,0.0534618
Alaska,Hawaii,0.132046,0.0528685,0
Tennessee,Hawaii,2.1486001,1.88993,0.858848
West Virginia,Hawaii,0.195297,0.107432,0.0653802
District of Columbia,Hawaii,0.0676871,0.103031,0.165858
New Jersey,Hawaii,1.27777,2.1180699,3.8938999
Virginia,Hawaii,1.31303,1.41703,1.46228
Indiana,Hawaii,1.52616,1.29638,0.772924
Mississippi,Hawaii,1.33026,1.43001,0.77335
New York,Hawaii,3.0754001,5.37464,9.9820004
Nevada,Hawaii,0.427875,0.446836,0.161289
California,Hawaii,3.9788401,4.5268302,5.1501398
Minnesota,Hawaii,2.1697199,1.83535,1.76099
Oklahoma,Hawaii,1.28808,0.834599,0.296569
Oregon,Hawaii,0.202699,0.181406,0.0827428
Pennsylvania,Hawaii,1.62093,1.96508,2.6705301
Arizona,Hawaii,1.25056,1.91755,0.446906
Washington,Hawaii,0.451754,0.511921,0.412775
Utah,Hawaii,0.92384,0.737916,0.366547
Missouri,Hawaii,1.46831,0.875126,0.467267
West Virginia,Virginia,0.0095933,0.0052773,0.0032116
Kansas,Virginia,0.346094,0.254492,0.184495
Oklahoma,Virginia,0.388237,0.251554,0.0893879
West Virginia,Kansas,0.0364934,0.0200749,0.012217
Oklahoma,Kansas,0.054246,0.0351481,0.0124896
Alaska,Delaware,0.171686,0.0687396,0
Georgia,Delaware,0.373865,0.3676,0.199573
Connecticut,Delaware,0.0187551,0.028858,0.0514773
Tennessee,Delaware,0.321113,0.282453,0.128356
Massachusetts,Delaware,0.0515964,0.0837854,0.14403
Maryland,Delaware,0.0102486,0.0134812,0.0168977
Ohio,Delaware,0.134614,0.127905,0.103333
North Carolina,Delaware,0.176356,0.172052,0.0830404
Kentucky,Delaware,0.111201,0.0710992,0.047026
Colorado,Delaware,0.320786,0.323329,0.3798
Texas,Delaware,2.55916,2.55916,2.55916
Michigan,Delaware,0.17517,0.186281,0.24506
New Jersey,Delaware,0.0267067,0.0442698,0.0813865
Virginia,Delaware,0.0303135,0.0327144,0.033759
Indiana,Delaware,0.199149,0.169165,0.100859
New York,Delaware,0.072465,0.126642,0.235204
Nevada,Delaware,0.331509,0.346199,0.124963
California,Delaware,3.67257,4.17838,4.7537098
Florida,Delaware,0.921696,1.15286,0.366927
New Hampshire,Delaware,0.0038292,0.0050126,0.0083848
Minnesota,Delaware,0.528638,0.447171,0.429053
Louisiana,Delaware,0.413705,0.552301,0.392633
Nebraska,Delaware,1.0486799,1.0367,1.13885
Illinois,Delaware,0.60654,0.597446,0.827668
Pennsylvania,Delaware,0.0077796,0.0094313,0.0128171
Arizona,Delaware,0.872577,1.33797,0.311829
Rhode Island,Delaware,0.0128488,0.0165019,0.0279995
Missouri,Delaware,0.280824,0.167374,0.0893681
Alaska,Indiana,0.152012,0.0608627,0
Tennessee,Indiana,0.124434,0.109453,0.0497392
West Virginia,Indiana,0.0113928,0.0062671,0.003814
District of Columbia,Indiana,0.0069557,0.0105877,0.0170441
New Jersey,Indiana,0.165223,0.273879,0.503504
South Dakota,Indiana,1.20664,1.20664,1.20664
Virginia,Indiana,0.129262,0.1395,0.143954
Kansas,Indiana,0.197021,0.144875,0.105027
Wyoming,Indiana,0.0197071,0.0057971,0.0039638
Mississippi,Indiana,0.176496,0.189731,0.102606
New York,Indiana,0.408505,0.713915,1.32591
Nevada,Indiana,0.244165,0.254985,0.0920388
California,Indiana,2.79585,3.1809199,3.6189001
Florida,Indiana,0.90833,1.13614,0.361606
New Hampshire,Indiana,0.0097825,0.0128059,0.021421
Minnesota,Indiana,0.275361,0.232926,0.223489
Louisiana,Indiana,0.276718,0.369421,0.262623
Oklahoma,Indiana,0.235793,0.152779,0.0542891
Oregon,Indiana,0.145891,0.130565,0.0595533
Pennsylvania,Indiana,0.192848,0.233793,0.317723
Arizona,Indiana,0.632249,0.969461,0.225944
Rhode Island,Indiana,0.0387513,0.0497689,0.084445
Maine,Indiana,0.0059747,0.007554,0.0115932
Washington,Indiana,0.314979,0.35693,0.287801
Utah,Indiana,0.415667,0.332014,0.164922
Missouri,Indiana,0.0809747,0.0482618,0.025769
Alaska,Wyoming,0.0994721,0.0398266,0
Tennessee,Wyoming,0.676908,0.595415,0.270577
West Virginia,Wyoming,0.0659593,0.036284,0.0220814
New Jersey,Wyoming,0.482206,0.79932,1.4694901
South Dakota,Wyoming,1.40522,1.40522,1.40522
Virginia,Wyoming,0.476515,0.514256,0.530678
Kansas,Wyoming,0.259261,0.190641,0.138206
Mississippi,Wyoming,0.432111,0.464514,0.251209
New York,Wyoming,1.16847,2.0420499,3.7925799
Nevada,Wyoming,0.0887646,0.0926981,0.0334601
California,Wyoming,1.2231801,1.3916399,1.5832601
Florida,Wyoming,2.10694,2.63536,0.838772
Minnesota,Wyoming,0.476448,0.403024,0.386695
Louisiana,Wyoming,0.56985,0.760756,0.540825
Oklahoma,Wyoming,0.309922,0.20081,0.0713565
Oregon,Wyoming,0.0467246,0.0418163,0.0190732
Pennsylvania,Wyoming,0.60534,0.733863,0.997315
Arizona,Wyoming,0.304213,0.466467,0.108715
Maine,Wyoming,0.0138586,0.0175219,0.0268911
Washington,Wyoming,0.104826,0.118787,0.0957812
Utah,Wyoming,0.0636645,0.0508519,0.0252598
Missouri,Wyoming,0.394047,0.234856,0.1254
Tennessee,Mississippi,0.162427,0.142873,0.0649262
West Virginia,Mississippi,0.0270383,0.0148737,0.0090517
District of Columbia,Mississippi,0.0120422,0.0183302,0.0295079
New Jersey,Mississippi,0.271823,0.450582,0.828358
Virginia,Mississippi,0.230214,0.248447,0.256381
Kansas,Mississippi,0.178516,0.131267,0.0951626
New York,Mississippi,0.661522,1.15609,2.14714
Nevada,Mississippi,0.223809,0.233727,0.0843656
California,Mississippi,2.5334899,2.8824301,3.27931
Florida,Mississippi,0.64054,0.801187,0.254999
New Hampshire,Mississippi,0.0153248,0.020061,0.033557
Minnesota,Mississippi,0.487284,0.41219,0.395489
Louisiana,Mississippi,0.0624863,0.0834199,0.0593036
Oklahoma,Mississippi,0.165375,0.107153,0.0380759
Oregon,Mississippi,0.152166,0.136182,0.062115
Pennsylvania,Mississippi,0.322584,0.391074,0.531467
Arizona,Mississippi,0.542411,0.831708,0.193839
Maine,Mississippi,0.0091549,0.0115748,0.0177641
Utah,Mississippi,0.41425,0.330881,0.164359
Missouri,Mississippi,0.159876,0.095288,0.0508784
Alaska,New York,0.172776,0.069176,0
Tennessee,New York,0.37707,0.331674,0.150724
West Virginia,New York,0.0188611,0.0103754,0.0063142
District of Columbia,New York,0.0029823,0.0045396,0.0073078
New Jersey,New York,0.0053359,0.0088449,0.0162607
Virginia,New York,0.0621621,0.0670856,0.0692278
Kansas,New York,0.408791,0.300594,0.217917
Nevada,New York,0.345433,0.36074,0.130212
California,New York,3.8158,4.3413501,4.9391098
Florida,New York,1.0339299,1.29324,0.411607
New Hampshire,New York,0.0024471,0.0032033,0.0053584
Minnesota,New York,0.560945,0.4745,0.455274
Louisiana,New York,0.459202,0.613039,0.435813
Oklahoma,New York,0.459903,0.297989,0.105888
Oregon,New York,0.191236,0.171147,0.0780634
Pennsylvania,New York,0.0309196,0.0374844,0.050941
Arizona,New York,0.914329,1.4019901,0.326749
Rhode Island,New York,0.0070856,0.0091002,0.0154406
Maine,New York,0.0018934,0.0023938,0.0036739
Washington,New York,0.40988,0.46447,0.374514
Utah,New York,0.611095,0.488111,0.242461
Missouri,New York,0.315849,0.188249,0.100514
Alaska,Nevada,0.112175,0.0449125,0
Tennessee,Nevada,0.779525,0.685677,0.311595
West Virginia,Nevada,0.0779783,0.0428957,0.026105
District of Columbia,Nevada,0.0290797,0.0442641,0.0712561
New Jersey,Nevada,0.571196,0.946832,1.74067
Virginia,Nevada,0.560562,0.60496,0.624279
Kansas,Nevada,0.31394,0.230848,0.167354
Florida,Nevada,2.21386,2.7690899,0.881336
Minnesota,Nevada,0.709034,0.599767,0.575466
Oklahoma,Nevada,0.336981,0.218343,0.0775868
Oregon,Nevada,0.0596746,0.053406,0.0243595
Pennsylvania,Nevada,0.714128,0.865749,1.17655
Arizona,Nevada,0.109265,0.167542,0.0390475
Rhode Island,Nevada,0.115655,0.148537,0.252029
Maine,Nevada,0.0165725,0.0209532,0.0321573
Washington,Nevada,0.146865,0.166426,0.134193
Utah,Nevada,0.114297,0.0912945,0.0453489
Alaska,California,0.113607,0.045486,0
Tennessee,California,0.883232,0.776899,0.353049
District of Columbia,California,0.0321878,0.048995,0.078872
New Jersey,California,0.629593,1.04363,1.91863
Virginia,California,0.621191,0.670392,0.691799
Kansas,California,0.383314,0.28186,0.204336
Nevada,California,0.0365348,0.0381538,0.0137719
Florida,California,2.4091799,3.0134101,0.959096
New Hampshire,California,0.0315199,0.0412614,0.0690199
Minnesota,California,0.837976,0.708838,0.680117
Louisiana,California,0.646696,0.863347,0.613757
Oklahoma,California,0.405863,0.262974,0.0934461
Oregon,California,0.0654087,0.0585377,0.0267002
Pennsylvania,California,0.788256,0.955614,1.2986701
Arizona,California,0.157273,0.241156,0.056204
Rhode Island,California,0.126895,0.162973,0.276522
Maine,California,0.0181695,0.0229723,0.035256
Washington,California,0.161971,0.183543,0.147995
Utah,California,0.182887,0.14608,0.0725628
Alaska,Arkansas,0.15373,0.0615506,0
Georgia,Arkansas,0.261844,0.257456,0.139775
Connecticut,Arkansas,0.0996687,0.153358,0.273562
Alabama,Arkansas,0.127028,0.126468,0.0529258
Tennessee,Arkansas,0.161082,0.141689,0.0643884
Idaho,Arkansas,0.347724,0.251769,0.0635108
Massachusetts,Arkansas,0.213375,0.346492,0.59563
Vermont,Arkansas,0,0,0.0035052
Maryland,Arkansas,0.140032,0.184201,0.230883
Montana,Arkansas,0.0735505,0.0151149,0.0005597
South Carolina,Arkansas,0.204696,0.222953,0.0599397
Ohio,Arkansas,0.281939,0.267888,0.216424
North Carolina,Arkansas,0.263361,0.256933,0.124008
West Virginia,Arkansas,0.027183,0.0149533,0.0091001
Kentucky,Arkansas,0.117972,0.075428,0.0498891
District of Columbia,Arkansas,0.0123792,0.0188432,0.0303337
Colorado,Arkansas,0.161017,0.162294,0.190639
Texas,Arkansas,0.609315,0.609315,0.609315
Iowa,Arkansas,0.764048,0.697717,0.619541
Michigan,Arkansas,0.281562,0.299421,0.393902
New Jersey,Arkansas,0.274593,0.455174,0.8368
North Dakota,Arkansas,0.142593,0.0434401,0.0372355
South Dakota,Arkansas,1.32961,1.32961,1.32961
Hawaii,Arkansas,0.084636,0.0094514,0.0049977
Virginia,Arkansas,0.235843,0.254522,0.26265
Kansas,Arkansas,0.113345,0.0833452,0.0604214
Indiana,Arkansas,0.167579,0.142348,0.0848702
Wyoming,Arkansas,0.0178452,0.0052494,0.0035894
Mississippi,Arkansas,0.0660693,0.0710237,0.0384095
New York,Arkansas,0.669517,1.17006,2.17309
Nevada,Arkansas,0.198798,0.207607,0.0749374
California,Arkansas,2.30282,2.6199801,2.9807301
Florida,Arkansas,0.845067,1.0570101,0.336421
New Hampshire,Arkansas,0.0152701,0.0199894,0.0334372
Wisconsin,Arkansas,0.395576,0.223354,0.150898
Minnesota,Arkansas,0.387677,0.327933,0.314646
Louisiana,Arkansas,0.135184,0.180472,0.128299
Oklahoma,Arkansas,0.105359,0.0682664,0.024258
Nebraska,Arkansas,0.491699,0.486082,0.533976
Illinois,Arkansas,0.511581,0.503911,0.698089
Oregon,Arkansas,0.136712,0.12235,0.0558064
Pennsylvania,Arkansas,0.328233,0.397922,0.540773
Arizona,Arkansas,0.48263,0.740043,0.172475
Rhode Island,Arkansas,0.0601052,0.077194,0.130978
Maine,Arkansas,0.0091015,0.0115073,0.0176605
Washington,Arkansas,0.300631,0.34067,0.274691
Utah,Arkansas,0.355289,0.283786,0.140966
Missouri,Arkansas,0.106282,0.0633454,0.0338228
Alaska,Florida,0.189655,0.075934,0
West Virginia,Florida,0.0293767,0.0161601,0.0098345
District of Columbia,Florida,0.0107154,0.0163105,0.0262566
Virginia,Florida,0.208543,0.22506,0.232247
Kansas,Florida,0.36178,0.266026,0.192857
Oklahoma,Florida,0.367503,0.238119,0.084614
Pennsylvania,Florida,0.286297,0.347082,0.471682
Arizona,Florida,0.788292,1.20873,0.281708
Rhode Island,Florida,0.0530582,0.0681434,0.115622
Maine,Florida,0.0084228,0.0106492,0.0163435
Washington,Florida,0.430642,0.487997,0.393484
Utah,Florida,0.594597,0.474934,0.235915
Tennessee,New Hampshire,0.463012,0.40727,0.185077
West Virginia,New Hampshire,0.0262733,0.0144529,0.0087956
District of Columbia,New Hampshire,0.0057092,0.0086903,0.0139896
New Jersey,New Hampshire,0.0541595,0.0897765,0.165047
Virginia,New Hampshire,0.114391,0.123451,0.127394
Kansas,New Hampshire,0.451537,0.332027,0.240704
Nevada,New Hampshire,0.362717,0.378791,0.136727
Florida,New Hampshire,1.25025,1.56382,0.497726
Minnesota,New Hampshire,0.596593,0.504655,0.484207
Oregon,New Hampshire,0.195561,0.175018,0.0798288
Pennsylvania,New Hampshire,0.0958,0.11614,0.157833
Arizona,New Hampshire,0.969372,1.48639,0.34642
Rhode Island,New Hampshire,0.0041108,0.0052796,0.0089581
Maine,New Hampshire,0.0005196,0.000657,0.0010083
Utah,New Hampshire,0.639216,0.510572,0.253618
Alaska,Wisconsin,0.141578,0.056685,0
Georgia,Wisconsin,0.392645,0.386065,0.209598
Tennessee,Wisconsin,0.237507,0.208913,0.0949372
West Virginia,Wisconsin,0.0194787,0.0107152,0.0065209
District of Columbia,Wisconsin,0.008869,0.0135001,0.0217324
New Jersey,Wisconsin,0.186215,0.308676,0.567476
North Dakota,Wisconsin,0.0836402,0.0254804,0.0218411
South Dakota,Wisconsin,0.897205,0.897205,0.897205
Hawaii,Wisconsin,0.0884714,0.0098797,0.0052241
Virginia,Wisconsin,0.166707,0.17991,0.185655
Kansas,Wisconsin,0.199289,0.146542,0.106236
Indiana,Wisconsin,0.0845068,0.0717832,0.0427984
Wyoming,Wisconsin,0.0176128,0.0051811,0.0035426
Mississippi,Wisconsin,0.23775,0.255578,0.138216
New York,Wisconsin,0.459036,0.802223,1.48992
Nevada,Wisconsin,0.234549,0.244943,0.088414
California,Wisconsin,2.7126,3.08621,3.5111499
Florida,Wisconsin,1.16943,1.46272,0.465549
New Hampshire,Wisconsin,0.0101653,0.0133069,0.0222591
Minnesota,Wisconsin,0.162512,0.137468,0.131898
Louisiana,Wisconsin,0.353815,0.472347,0.335794
Oklahoma,Wisconsin,0.253766,0.164425,0.0584273
Oregon,Wisconsin,0.133856,0.119795,0.0546406
Pennsylvania,Wisconsin,0.227046,0.275252,0.374065
Arizona,Wisconsin,0.621925,0.953631,0.222254
Rhode Island,Wisconsin,0.0414804,0.0532739,0.090392
Maine,Wisconsin,0.0061029,0.0077161,0.011842
Washington,Wisconsin,0.286756,0.324948,0.262014
Utah,Wisconsin,0.383292,0.306154,0.152077
Missouri,Wisconsin,0.113906,0.0678891,0.0362489
Alaska,Minnesota,0.127582,0.0510814,0
Tennessee,Minnesota,0.34592,0.304275,0.138273
West Virginia,Minnesota,0.0319028,0.0175496,0.0106802
District of Columbia,Minnesota,0.0130278,0.0198305,0.031923
New Jersey,Minnesota,0.259637,0.430382,0.791223
Virginia,Minnesota,0.247813,0.267441,0.275981
Kansas,Minnesota,0.175959,0.129387,0.0937995
Florida,Minnesota,1.43405,1.79371,0.570897
Oklahoma,Minnesota,0.2408,0.156024,0.055442
Oregon,Minnesota,0.111317,0.0996235,0.0454401
Pennsylvania,Minnesota,0.323183,0.3918,0.532454
Arizona,Minnesota,0.545265,0.836085,0.194859
Rhode Island,Minnesota,0.0548603,0.0704579,0.119549
Maine,Minnesota,0.0078418,0.0099146,0.0152162
Washington,Minnesota,0.237165,0.268752,0.216701
Utah,Minnesota,0.305392,0.243931,0.121168
Alaska,Louisiana,0.169601,0.0679046,0
Tennessee,Louisiana,0.234177,0.205984,0.0936063
West Virginia,Louisiana,0.0324482,0.0178497,0.0108628
District of Columbia,Louisiana,0.013597,0.0206968,0.0333177
New Jersey,Louisiana,0.301305,0.499453,0.918204
Virginia,Louisiana,0.261126,0.281808,0.290807
Kansas,Louisiana,0.215442,0.15842,0.114847
Nevada,Louisiana,0.231101,0.241342,0.0871142
Florida,Louisiana,0.60174,0.752656,0.239553
New Hampshire,Louisiana,0.0167866,0.0219746,0.0367579
Minnesota,Louisiana,0.573044,0.484734,0.465094
Oklahoma,Louisiana,0.195203,0.12648,0.0449437
Oregon,Louisiana,0.159447,0.142698,0.065087
Pennsylvania,Louisiana,0.359636,0.435992,0.59251
Arizona,Louisiana,0.554088,0.849613,0.198012
Rhode Island,Louisiana,0.0652614,0.0838162,0.142214
Maine,Louisiana,0.0099855,0.012625,0.0193759
Utah,Louisiana,0.440225,0.351629,0.174665
West Virginia,Oklahoma,0.038402,0.0211249,0.012856
Alaska,Nebraska,0.130896,0.0524083,0
Georgia,Nebraska,0.47779,0.469783,0.255049
Tennessee,Nebraska,0.302662,0.266224,0.120981
Massachusetts,Nebraska,0.21697,0.352329,0.605663
Montana,Nebraska,0.0483701,0.0099402,0.0003681
West Virginia,Nebraska,0.0332338,0.0182818,0.0111258
District of Columbia,Nebraska,0.0140965,0.0214572,0.0345417
New Jersey,Nebraska,0.290873,0.48216,0.886412
North Dakota,Nebraska,0.0635089,0.0193476,0.0165841
South Dakota,Nebraska,0.330009,0.330009,0.330009
Hawaii,Nebraska,0.0799412,0.0089271,0.0047204
Virginia,Nebraska,0.268408,0.289667,0.298917
Kansas,Nebraska,0.0858192,0.0631051,0.0457482
Indiana,Nebraska,0.181106,0.153838,0.0917208
Wyoming,Nebraska,0.0118469,0.0034849,0.0023829
Mississippi,Nebraska,0.222832,0.239542,0.129544
New York,Nebraska,0.709964,1.24075,2.3043699
Nevada,Nebraska,0.169049,0.17654,0.0637237
California,Nebraska,2.0545199,2.3374901,2.6593399
Florida,Nebraska,1.32157,1.65302,0.526118
New Hampshire,Nebraska,0.0153234,0.0200592,0.033554
Wisconsin,Nebraska,0.271748,0.153437,0.103662
Minnesota,Nebraska,0.154652,0.130819,0.125519
Louisiana,Nebraska,0.329156,0.439426,0.31239
Oklahoma,Nebraska,0.145324,0.0941609,0.0334595
Oregon,Nebraska,0.106413,0.0952347,0.0434384
Pennsylvania,Nebraska,0.357319,0.433184,0.588693
Arizona,Nebraska,0.442195,0.678042,0.158025
Rhode Island,Nebraska,0.0619557,0.0795705,0.135011
Maine,Nebraska,0.0090262,0.0114121,0.0175143
Washington,Nebraska,0.23088,0.26163,0.210959
Utah,Nebraska,0.257738,0.205868,0.102261
Missouri,Nebraska,0.121522,0.0724286,0.0386727
Alaska,Illinois,0.143772,0.0575635,0
Georgia,Illinois,0.355453,0.349496,0.189744
Tennessee,Illinois,0.204576,0.179947,0.0817739
Massachusetts,Illinois,0.146663,0.23816,0.409404
Montana,Illinois,0.0695684,0.0142965,0.0005294
Ohio,Illinois,0.121428,0.115376,0.0932112
West Virginia,Illinois,0.0176959,0.0097345,0.0059241
Kentucky,Illinois,0.0610274,0.0390193,0.0258079
District of Columbia,Illinois,0.0085417,0.0130019,0.0209304
Colorado,Illinois,0.185151,0.186619,0.219213
Texas,Illinois,1.61613,1.61613,1.61613
Iowa,Illinois,0.472727,0.431687,0.383318
Michigan,Illinois,0.0929724,0.0988696,0.130067
New Jersey,Illinois,0.184586,0.305976,0.562513
North Dakota,Illinois,0.0902664,0.0274991,0.0235714
South Dakota,Illinois,0.925732,0.925732,0.925732
Hawaii,Illinois,0.0885205,0.0098852,0.005227
Virginia,Illinois,0.160198,0.172886,0.178407
Kansas,Illinois,0.188091,0.138308,0.100267
Indiana,Illinois,0.0629169,0.0534439,0.0318642
Wyoming,Illinois,0.0178007,0.0052363,0.0035804
Mississippi,Illinois,0.216705,0.232956,0.125982
New York,Illinois,0.45521,0.795536,1.4775
Nevada,Illinois,0.2329,0.243221,0.0877924
California,Illinois,2.69294,3.0638399,3.4856999
Florida,Illinois,1.10188,1.37824,0.43866
New Hampshire,Illinois,0.0102736,0.0134488,0.0224964
Wisconsin,Illinois,0.0431621,0.0243706,0.0164648
Minnesota,Illinois,0.182783,0.154615,0.148351
Louisiana,Illinois,0.327947,0.437812,0.311243
Oklahoma,Illinois,0.238571,0.154579,0.0549287
Nebraska,Illinois,0.407318,0.402665,0.44234
Oregon,Illinois,0.135405,0.121181,0.055273
Pennsylvania,Illinois,0.222726,0.270014,0.366947
Arizona,Illinois,0.612698,0.939483,0.218957
Rhode Island,Illinois,0.041589,0.0534133,0.0906286
Maine,Illinois,0.0061911,0.0078277,0.0120133
Washington,Illinois,0.290911,0.329656,0.26581
Utah,Illinois,0.383855,0.306604,0.1523
Missouri,Illinois,0.0925098,0.0551368,0.0294399
Alaska,Oregon,0.0753494,0.0301684,0
West Virginia,Oregon,0.0910962,0.0501118,0.0304965
District of Columbia,Oregon,0.0329449,0.0501475,0.0807271
Virginia,Oregon,0.635874,0.686237,0.70815
Kansas,Oregon,0.450135,0.330996,0.239956
Oklahoma,Oregon,0.509999,0.330448,0.117422
Rhode Island,Oregon,0.125122,0.160696,0.272659
Maine,Oregon,0.017604,0.0222573,0.0341588
Washington,Oregon,0.021759,0.024657,0.0198816
Utah,Oregon,0.194435,0.155304,0.0771448
Alaska,Pennsylvania,0.171899,0.0688249,0
West Virginia,Pennsylvania,0.0150736,0.0082919,0.0050462
District of Columbia,Pennsylvania,0.0016699,0.0025419,0.0040919
Virginia,Pennsylvania,0.0366978,0.0396044,0.040869
Kansas,Pennsylvania,0.383738,0.282173,0.204562
Oklahoma,Pennsylvania,0.431156,0.279362,0.0992695
Oregon,Pennsylvania,0.187353,0.167672,0.0764785
Arizona,Pennsylvania,0.880942,1.3508,0.314818
Rhode Island,Pennsylvania,0.01169,0.0150136,0.0254743
Maine,Pennsylvania,0.00252,0.0031861,0.0048897
Washington,Pennsylvania,0.402182,0.455747,0.36748
Utah,Pennsylvania,0.591474,0.472439,0.234676
Alaska,Arizona,0.124324,0.049777,0
West Virginia,Arizona,0.0731753,0.0402535,0.0244971
District of Columbia,Arizona,0.0275688,0.0419642,0.0675538
Virginia,Arizona,0.53128,0.573359,0.591668
Kansas,Arizona,0.277711,0.204208,0.148041
Oklahoma,Arizona,0.28516,0.184766,0.0656554
Oregon,Arizona,0.078946,0.0706529,0.0322261
Rhode Island,Arizona,0.111482,0.143177,0.242935
Maine,Arizona,0.0160823,0.0203334,0.0312061
Washington,Arizona,0.187526,0.212502,0.171346
Utah,Arizona,0.158292,0.126436,0.0628047
West Virginia,Rhode Island,0.0248444,0.0136668,0.0083172
Virginia,Rhode Island,0.101499,0.109538,0.113036
Kansas,Rhode Island,0.449221,0.330324,0.239469
Oklahoma,Rhode Island,0.50555,0.327565,0.116398
Alaska,Maine,0.172229,0.0689569,0
West Virginia,Maine,0.0293935,0.0161693,0.0098401
District of Columbia,Maine,0.0067647,0.010297,0.016576
Virginia,Maine,0.13496,0.14565,0.150301
Rhode Island,Maine,0.0071142,0.0091369,0.0155029
Washington,Maine,0.423351,0.479735,0.386822
Utah,Maine,0.654502,0.522782,0.259683
Alaska,Washington,0.0712211,0.0285155,0
Virginia,Washington,0.631645,0.681674,0.703441
Kansas,Washington,0.458676,0.337277,0.24451
Oklahoma,Washington,0.52309,0.33893,0.120437
Rhode Island,Washington,0.123567,0.158699,0.26927
Alaska,Utah,0.104442,0.0418167,0
Virginia,Utah,0.496564,0.535893,0.553006
Kansas,Utah,0.257857,0.189609,0.137458
Oklahoma,Utah,0.296856,0.192345,0.0683483
Rhode Island,Utah,0.102583,0.131749,0.223544
Washington,Utah,0.116282,0.131769,0.106248
Alaska,Missouri,0.146961,0.0588404,0
Tennessee,Missouri,0.134651,0.118441,0.0538234
West Virginia,Missouri,0.0200826,0.0110474,0.0067231
District of Columbia,Missouri,0.0100067,0.0152318,0.02452
New Jersey,Missouri,0.223617,0.370674,0.681455
Virginia,Missouri,0.188852,0.20381,0.210318
Kansas,Missouri,0.124742,0.0917259,0.066497
Nevada,Missouri,0.210529,0.219858,0.0793594
California,Missouri,2.45366,2.7916,3.1759801
Florida,Missouri,0.963517,1.20517,0.383576
New Hampshire,Missouri,0.0125566,0.0164374,0.0274956
Minnesota,Missouri,0.246721,0.2087,0.200244
Louisiana,Missouri,0.236535,0.315777,0.224487
Oklahoma,Missouri,0.158363,0.10261,0.0364616
Oregon,Missouri,0.132682,0.118744,0.0541615
Pennsylvania,Missouri,0.266808,0.323455,0.439573
Arizona,Missouri,0.535971,0.821834,0.191537
Rhode Island,Missouri,0.0499333,0.06413,0.108812
Maine,Missouri,0.0075339,0.0095254,0.0146188
Washington,Missouri,0.288282,0.326677,0.263407
Utah,Missouri,0.354548,0.283194,0.140672
